sample_id,project_type,device_name,voltage_level,device_model,asset_id,device_type,problem_reason,event_time,problem_stage,supervision_stage,rule_level,problem_level,text,is_quality_issue,specialty,root_cause_analysis,supervision_opinion,resolved_time,actual_fix,rule_name,stage_name,stage_link,clause_no,checkpoint_no,checkpoint_text,source_unit,data_source,label
real_v1_000552,新建,110kVI段母线保护装置,交流110kV,,,母线保护,其他,2025-09-02,设备制造,设备采购,一般,一般,110kVI段母线保护装置的电子标签未贴在保护设备的面板正面。,否,继电保护,,请厂家将110kVI段母线保护装置的电子标签改至保护设备的面板正面。,2025-09-15,厂家已将110kVI段母线保护装置的电子标签改至保护设备的面板正面。,继电保护全过程技术监督实施细则,设备制造,设备采购,4.1,4.1.2,4.1.2 在保护设备的制造阶段，制造厂家应在装置外部建立电子标签。应设置在保护设备的面板正面，宜设置在装置右侧、下方位置。标签应贴附牢固随装置一同出厂。标签外观包括国家电网表示、二维码表示、实物“ID”区、设备信息区四部分。二维码符号中存储的信息为继电保护和安全自动装置、通信设备的实物“ID”，码制应采用快速响应矩阵码(QR码)。实物“ID”区印制继电保护和安全自动装置、通信设备的实物“ID”的明文。设备信息区印制继电保护和安全自动装置、通信设备的参数信息，如产品型号、工作电源的直流额定电压、CT二次额定电流等，印制内容用户自行定义。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000553,新建,110kV备用一线线路保护,交流110kV,,,线路保护,其他,2025-09-02,设备制造,设备采购,一般,一般,110kV备用一线线路保护缺少产品合格证书。,否,继电保护,,联系厂家补发110kV备用一线线路保护产品合格证书,2025-09-15,厂家已补发110kV备用一线线路保护产品合格证书。,继电保护全过程技术监督实施细则,设备制造,设备采购,4.1,4.1.1,4.1.1 每台保护装置出厂前均应经过出厂检测，并具备产品合格证书。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000554,新建,,交流110kV,,,母线保护,其他,2025-08-27,设备采购,设备采购,一般,一般,母线保护说明书中未标明使用年限。,否,继电保护,,请厂家在母线保护说明书中补充标明母线保护装置使用年限。,2025-09-09,厂家已在母线保护说明书中补充标明母线保护装置使用年限。,继电保护全过程技术监督实施细则,设备采购,设备采购,3.2,3.2.3,3.2.3 制造厂家应在微机保护装置说明书中标明使用年限，使用年限不应小于15年，并保证保护装置使用年限内的备用插件供应。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000555,新建,,交流110kV,,,线路保护,其他,2025-08-27,设备采购,设备采购,一般,一般,线路保护的订货合同中的技术要求未标明保护装置软件版本。,否,继电保护,,请厂家对线路保护的订货合同中的技术要求进行修改，补充保护装置软件版本。,2025-09-08,厂家在线路保护的订单合同中的技术要求补充保护装置软件版本,继电保护全过程技术监督实施细则,设备采购,设备采购,3.2,3.2.2,3.2.2 继电保护设备订货合同中的技术要求应标明微机保护装置软件版本。制造厂商提供的微机保护装置软件版本及说明书，应与订货合同中的技术要求一致。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000556,改扩建,#2主变,交流500kV,,,主变压器,现场安装,2025-09-06,设备安装,安装调试,较大,较大,主变本体压力释放阀喷口朝向正对二次线缆,否,电气设备性能,安装过程中未注意压力释放阀喷油口朝向要求。,调整二次线缆走向或管道方向，避免喷口直对其他设备。,2025-09-25,现场二次线缆埋管已调整位置，已避开压力释放阀喷口。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.6,8.6.2,8.6.2 本体压力释放阀喷口不应靠近控制柜或其它附件。本体压力释放阀导向管方向不应直喷巡视通道，威胁到运维人员的安全，并且不致喷入电缆沟、母线及其它设备上。新安装的主变，安全管道将油导至离地面500mm高处，喷口朝向鹅卵石。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_000557,新建,,交流110kV,,,断路器,工程设计,2025-08-15,设备采购,设备采购,一般,一般,设计时，密度继电器没有装设在与被监测气室处于同一运行环境温度的位置,否,电气设备性能,,将密度继电器装设在与被监测气室处于同一运行环境温度的位置,2025-09-19,已和厂家沟通完成，将密度继电器装设在与被监测气室处于同一运行环境温度的位置，便于观察,断路器全过程技术监督实施细则,设备采购,设备采购,3.2,3.2.3,3.2.3 密度继电器应装设在与被监测气室处于同一运行环境温度的位置。对于严寒地区的设备，其密度继电器应满足环境温度在-40℃～-25℃时准确度不低于2.5级的要求。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000558,新建,,交流110kV,,,组合电器,设备选型,2025-08-15,设备采购,设备采购,一般,一般,密度继电器充/取气接口型号不统一,否,电气设备性能,,将密度继电器充/取气接口型号更换为统一型号,2025-09-19,已和厂家沟通，采用同一型号密度继电器充/取气接口,组合电器全过程技术监督实施细则,设备采购,设备采购,3.1,3.1.4,3.1.4 密度继电器充/取气口位置应考虑检修维护便捷，且接口型号规格应统一。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000559,新建,,交流110kV,,,组合电器,工程规划,2025-08-15,设备采购,设备采购,一般,一般,部分密度继电器表计安装高度超过2米,否,电气设备性能,,将密度继电器表计安装高度不超过2米,2025-09-19,已安排厂家将密度继电器表计安装高度不超过2米。,组合电器全过程技术监督实施细则,设备采购,设备采购,3.1,3.1.5,3.1.5 密度继电器需靠近巡视走道安装表计，不应有遮挡，其安装位置和朝向应充分考虑巡视的便利性和安全性。密度继电器表计安装高度不宜超过2米（距离地面或检修平台底板）。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000560,新建,,交流110kV,,,消防类辅助设备,现场安装,2025-09-13,设备采购,设备采购,一般,一般,配电装置楼室外消防柜内水雾喷头防尘帽缺失3.1.2 室外设置的水雾喷头应带防尘帽。,否,辅助设施,,要求厂家重新提供防尘帽，现场施工队补充安装室外消防柜内水雾喷头防尘帽,2025-09-20,厂家已重寄防尘帽，现场已安装完成。,消防设备设施全过程技术监督实施细则,设备采购,设备采购,3.1,3.1.2,3.1.2 室外设置的水雾喷头应带防尘帽。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000561,新建,1号主变,交流110kV,,,主变压器,现场安装,2025-09-09,设备安装,安装调试,一般,一般,110kV龙江变1号主变本体及散热器多处存在脱漆现象。,否,电气设备性能,施工工艺问题，导致110kV龙江变1号主变就位安装后，发现本体及散热器多处存在脱漆锈蚀问题。,对110kV龙江变1号主变脱漆部位进位防腐覆漆处理。,2025-09-17,已去除#1主变本体及散热器锈蚀痕迹，重新喷涂防腐漆。,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.5,6.5.1,6.5.1 防腐涂装质量要求：防腐涂层表面应平整、均匀一致，无漏涂、起泡、裂纹、气孔和返锈等现象，允许轻微桔皮和局部轻微流挂。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_000562,新建,2号主变,交流110kV,,,主变压器,设备制造工艺,2025-09-09,设备安装,安装调试,一般,一般,110kV龙江变2号主变本体及散热器多处存在脱漆锈蚀现象。,否,电气设备性能,施工工艺问题，导致110kV龙江变2号主变就位安装后，发现本体及散热器多处存在脱漆锈蚀问题。,对110kV龙江变2号主变脱漆锈蚀部位进行防腐覆漆。,2025-09-17,已去除#2主变本体及散热器锈蚀痕迹，重新喷涂防腐漆。,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.5,6.5.1,6.5.1 防腐涂装质量要求：防腐涂层表面应平整、均匀一致，无漏涂、起泡、裂纹、气孔和返锈等现象，允许轻微桔皮和局部轻微流挂。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000563,新建,接地网,交流110kV,,,接地网,设备制造工艺,2025-09-16,设备验收,设备采购,较大,较大,土建过程中发现装置楼部分接地网热镀锌层厚度小于70μm，不满足监督标准4.1.2 镀层厚度应符合要求： （1）热浸镀锌层最小值70μm，最小平均值85μm；,否,材料,施工队安装工艺不严导致接地网热镀锌层厚度不满足要求,要求亿力施工方整改热镀锌层厚度的问题,2025-09-22,亿力施工方已整改热镀锌层厚度问题，检查满足监督要求。,接地网全过程技术监督实施细则,设备验收,设备采购,4.1,4.1.2,4.1.2 镀层厚度应符合要求： （1）热浸镀锌层最小值70μm，最小平均值85μm； （2）锌覆钢锌层任意点最小厚度不得低于0.5mm； （3）单根或绞线单股铜覆钢铜层厚度，任意点最小值不得小于0.25mm。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000564,新建,梁野出现汇控柜,交流110kV,,,汇控柜,设备制造工艺,2025-09-10,设备制造,设备采购,一般,一般,加热器与部分元件的距离不大于50mm,否,电气设备性能,,将加热器与元件的距离增加，大于50mm,2025-09-19,已和厂家沟通完成，柜内加热器与各元件、槽盒、电缆及电线的距离大于50mm,断路器全过程技术监督实施细则,设备制造,设备采购,4.2,4.2.3,4.2.3 加热器的数量和功率应满足需求，加热器与各元件、槽盒、电缆及电线的距离应大于50mm，且安装地点要利于对流并不会对相邻元器件造成损害，推荐采用小功率常投加手动投运的方式。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000565,新建,220kV备用（1）间隔,交流220kV,,,组合电器,设备调试,2025-09-01,设备调试,安装调试,一般,一般,220kV备用（1）间隔气室SF6气体密度继电器信号与后台不符,否,电气设备性能,,督促施工方及时进行整改，SF6气体密度继电器信号现场与后台一致,2025-09-28,调试人员已完成信号调试，目前220kV备用（1）间隔气室SF6气体密度继电器信号与后台一致,组合电器全过程技术监督实施细则,设备调试,安装调试,7.6,7.6.1,7.6.1 气体密度继电器应校验其接点动作值与返回值，并符合其产品技术条件规定。,未知,pytest_processed_1_real|problem_category_rule_v1,调试与试验
real_v1_000566,新建,2号主变,交流110kV,,,主变压器,现场安装,2025-09-09,竣工验收,竣工验收,一般,一般,110kV龙江变2号主变爬梯门、人孔、低压升高座未安装等电位跨接线。,否,电气设备性能,工艺质量问题。导致110kV龙江变2号主变出厂前爬梯门、人孔、低压升高座未安装等电位跨接线。,要求项目承建单位联系设备生产厂家加装110kV龙江变2号主变的爬梯门、人孔、低压升高座等电位跨接线。,2025-09-17,已在2号主变爬梯门、人孔、低压升高座安装等电位跨接线。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.5,8.5.2,8.5.2 本体及附件的对接法兰应用等电位跨接线（片）连接。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_000567,新建,2号主变,交流110kV,,,主变压器,现场安装,2025-09-09,设备安装,安装调试,一般,一般,110kV龙江变2号主变油位5格偏高。,否,电气设备性能,施工工艺问题，导致110kV龙江变2号主变油温为30摄氏度时本体油位5格，偏高。,根据现场油对照油位与油温-油位曲线，调整110kV龙江变2号主变油位。,2025-09-17,2号主变放油调整后油位与油温-油位曲线一致。,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.2,6.2.2,6.2.2 油位调整应与油温-油位曲线一致。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_000568,新建,1号主变,交流110kV,,,主变压器,现场安装,2025-09-09,设备安装,安装调试,一般,一般,110kV龙江变1号主变本体油位6格偏高,否,电气设备性能,施工工艺问题，导致110kV龙江变1号主变本体在油温为30摄氏度时油位在6格，偏高。,根据现场油对照油位与油温-油位曲线，调整110kV龙江变1号主变有载调压开关油位。,2025-09-17,1号主变放油调整后油位与油温-油位曲线一致。,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.2,6.2.2,6.2.2 油位调整应与油温-油位曲线一致。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_000569,新建,2号主变,交流110kV,,,主变压器,现场安装,2025-09-09,设备安装,安装调试,一般,一般,110kV龙江变2号主变有载调压开关油位在最高位。,否,电气设备性能,施工工艺问题，导致110kV龙江变2号主变有载调压开关油位在最高位。,根据现场油对照油位与油温-油位曲线，调整110kV龙江变2号主变有载调压开关油位。,2025-09-17,1号主变载调压开关油位放油调整后油位与油温-油位曲线一致。,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.2,6.2.2,6.2.2 油位调整应与油温-油位曲线一致。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_000570,新建,1号主变,交流110kV,,,主变压器,现场安装,2025-09-09,竣工验收,竣工验收,一般,一般,110kV龙江变1号主变爬梯门、人孔、低压升高座手孔处未安装等电位跨接线。,否,电气设备性能,工艺质量问题。导致110kV龙江变1号主变出厂前爬梯门、人孔、低压升高座未安装等电位跨接线。,要求项目承建单位联系设备生产厂家加装110kV龙江变1号主变的爬梯门、人孔、低压升高座等电位跨接线。,2025-09-17,已在1号主变爬梯门、人孔、低压升高座安装等电位跨接线。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.5,8.5.2,8.5.2 本体及附件的对接法兰应用等电位跨接线（片）连接。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_000571,新建,1号主变,交流110kV,,,主变压器,现场安装,2025-09-09,竣工验收,竣工验收,一般,一般,110kV龙江变1号主变铁芯、夹件接地引线未标识。,否,电气设备性能,工艺质量问题。导致110kV龙江变1号主变铁芯、夹件接地引线未标识。,要求项目承建单位联系设备生产厂家补充110kV龙江变1号主变铁芯、夹件接地引线标识，整改,2025-09-17,已在#1主变本体喷涂铁芯夹件接地标识。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.5,8.5.1,8.5.1 应将变压器铁心、夹件接地引线分别引至便于测量的适当位置，并在油箱下部分标识，以便在运行时监测接地线中是否有环流。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000572,新建,2号主变,交流110kV,,,主变压器,现场安装,2025-09-09,竣工验收,竣工验收,一般,一般,110kV龙江变2号主变铁芯夹件接地引线未标识。,否,电气设备性能,工艺质量问题。导致110kV龙江变2号主变铁芯、夹件接地引线未标识。,要求项目承建单位联系设备生产厂家补充110kV龙江变2号主变铁芯、夹件接地引线标识，整改,2025-09-17,已在#2主变本体喷涂铁芯夹件接地标识。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.5,8.5.1,8.5.1 应将变压器铁心、夹件接地引线分别引至便于测量的适当位置，并在油箱下部分标识，以便在运行时监测接地线中是否有环流。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000573,新建,1号主变,交流110kV,,,主变压器,设备调试,2025-09-09,竣工验收,竣工验收,一般,一般,110kV龙江变1号主变1交接试验结束后，试验报告未及时录入生产系统。,否,电气设备性能,管理问题。导致110kV龙江变1号主变试验结束后，试验报告报告未及时录入系统。,请项目单位督促施工单位，及时将110kV龙江变2号主变试验报告录入PMS系统,2025-09-17,施工单位已提供2号主变电子版交接试验报告并录入生产系统。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.3,8.1.3 相关安装调试信息已录入生产管理信息系统。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000574,新建,2号主变,交流110kV,,,主变压器,设备调试,2025-09-09,竣工验收,竣工验收,一般,一般,110kV龙江变2号主变试验报告未及时录入生产系统。,否,电气设备性能,管理问题。导致110kV龙江变2号主变试验结束后，试验报告报告未及时录入系统。,请项目单位督促施工单位，及时将110kV龙江变2号主变试验报告录入PMS系统,2025-09-17,施工单位已提供2号主变电子版交接试验报告并录入生产系统。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.3,8.1.3 相关安装调试信息已录入生产管理信息系统。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000575,新建,2号主变,交流110kV,,,主变压器,现场安装,2025-09-09,竣工验收,竣工验收,较大,较大,110kV龙江2号主变就位后压力释放阀导油管喷口距离鹅卵石大于50cm。,否,电气设备性能,设计问题。导致110kV龙江变2号主变就位后压力释放阀导油管喷口距离鹅卵石大于50cm。,联系主变压器生产厂家将110kV龙江变2号主变就位后压力释放阀导油管延长至距离鹅卵石50处，,2025-09-17,已延长压力释放阀导油管至距离鹅卵石50cm处。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.6,8.6.2,8.6.2 本体压力释放阀喷口不应靠近控制柜或其它附件。本体压力释放阀导向管方向不应直喷巡视通道，威胁到运维人员的安全，并且不致喷入电缆沟、母线及其它设备上。新安装的主变，安全管道将油导至离地面500mm高处，喷口朝向鹅卵石。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_000576,新建,1号主变,交流110kV,,,主变压器,现场安装,2025-09-09,竣工验收,竣工验收,较大,较大,110kV龙江变1号主变压力释放阀导油管喷口距离鹅卵石大于50cm,否,电气设备性能,设计问题。导致110kV龙江变1号主变就位后压力释放阀导油管喷口距离鹅卵石大于50cm。,联系主变压器生产厂家将110kV龙江变1号主变就位后压力释放阀导油管延长至距离鹅卵石50处，,2025-09-17,已延长压力释放阀导油管至距离鹅卵石50cm处。,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.6,8.6.2,8.6.2 本体压力释放阀喷口不应靠近控制柜或其它附件。本体压力释放阀导向管方向不应直喷巡视通道，威胁到运维人员的安全，并且不致喷入电缆沟、母线及其它设备上。新安装的主变，安全管道将油导至离地面500mm高处，喷口朝向鹅卵石。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_000577,新建,电容3-3柜,交流220kV,,,开关柜,设备调试,2025-09-10,竣工验收,竣工验收,一般,一般,电容3-3柜开关手车由试验至检修位置过程中存在卡涩现象,否,电气设备性能,,督促施工方及厂家及时整改，确保手车开关摇进摇出顺畅无卡涩,2025-09-28,厂家已按要求对电容3-3柜开关手车轨道进行调试，重新调整还有已无卡涩,开关柜全过程技术监督实施细则,竣工验收,竣工验收,8.2,8.2.2,8.2.2 手车开关，摇进摇出顺畅到位，无卡涩，二次切换位置正常。断路器远方、就地分合闸正常，无异响，机构储能正常，紧急分闸功能正常。接地刀闸分合顺畅无卡涩，接地良好，二次位置切换正常。二次插头接触可靠，闭锁把手能可靠保证插头接触不松动。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_000578,新建,220kVGIS,交流220kV,,,组合电器,出厂试验,2025-09-10,竣工验收,竣工验收,一般,一般,GIS间隔厂家尚未提供焊缝检测报告,否,电气设备性能,,督促厂家及时提供相关检测合格报告,2025-09-19,厂家已提供厂内焊缝检测报告，施工方也已完成现场检测,组合电器全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.1,8.1.1 交接试验项目应齐全、合格，并与出厂试验数值无明显差异，试验报告等文件资料应齐全。前期各阶段发现的问题已整改，并验收合格。相关反事故措施已落实。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000579,新建,,交流110kV,,,接地网,设备选型,2025-09-09,工程设计,工程设计,较大,较大,1号主变穿墙套管安装底座只预留1个接地点。,否,电气设备性能,设计不规范问题，导致110kV龙江变1号主变10kV穿墙套管基础接地不满足“主设备及设备构架，应有不少于两根的接地引线与主接地网网格的不同边可靠连接”的要求。,要求项目设计单位变更设计，为110kV龙江变2号主变10kV穿墙套管基座增加1个接地点，并与地网可靠连接。,2025-09-17,已变更设计110kV龙江变2号主变10kV穿墙套管基座增加1个接地点。,接地网全过程技术监督实施细则,工程设计,工程设计,2.4,2.4.3,2.4.3 变电站内接地装置宜采用同一种材料。当采用不同材料进行混连时，应采用有效的防腐措施，地下部分应采用同一种材料连接。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000580,新建,,交流110kV,,,接地网,工程设计,2025-09-09,工程设计,工程设计,较大,较大,110kV龙江变2号主变10kV穿墙套管的安装底座只预置1个接地点。,否,电气设备性能,设计不规范问题，导致110kV龙江变2号主变10kV穿墙套管基础接地不满足“主设备及设备构架，应有不少于两根的接地引线与主接地网网格的不同边可靠连接”的要求。,要求项目设计单位变更设计，为110kV龙江变2号主变10kV穿墙套管基座增加1个接地点，并与地网可靠连接。,2025-09-17,已变更设计110kV龙江变1号主变10kV穿墙套管基座增加1个接地点。,接地网全过程技术监督实施细则,工程设计,工程设计,2.4,2.4.3,2.4.3 变电站内接地装置宜采用同一种材料。当采用不同材料进行混连时，应采用有效的防腐措施，地下部分应采用同一种材料连接。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000581,新建,,交流110kV,,,主变压器,设备选型,2025-09-02,设备采购,设备采购,一般,一般,变压器防雨罩采未采用奥氏体不锈钢,否,材料,,采用傲视不锈钢作为变压器防雨罩的材料,2025-09-05,更换变压器防雨罩的材料，采用傲视不锈钢作为防雨罩等的材料,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备采购,设备采购,3.11,3.11.1,3.11.1 不锈钢连接螺栓、油管连接波纹管、传动连杆及抱箍、本体油位计、压力释放阀、气体继电器、排油注氮继电器、油流速动继电器及压力突变继电器等外露附件的防雨罩和电缆槽盒等部件应选用奥氏体不锈钢。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_000582,新建,,交流110kV,,,杆塔基础,其他,2025-09-02,设备采购,设备采购,一般,一般,杆塔螺栓未见原材料入库管理记录,否,材料,,根据规定提供杆塔螺栓原材料入库管理记录,2025-09-05,补充提交杆塔螺栓等原材料的入库管理记录,输电杆塔全过程技术监督实施细则,设备采购,设备采购,3.2,3.2.2,3.2.2 加工角钢铁塔的原材料质量应符合设计文件、现行有关标准和本标准要求，所有原材料应有质量证明书，投标人对所有的钢板、角钢、螺栓应按炉批号对进行复验。有原材料入库、出库管理记录，原材料的使用应具有可追溯性。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000583,新建,,交流110kV,,,UPS电源设备,其他,2025-09-02,设备采购,设备采购,一般,一般,UPS装置的风扇配置了对锁螺母，不便于拆卸,否,继电保护,,更改UPS装置的风扇安装方式，使其便于拆卸更换,2025-09-05,UPS装置的风扇固定方式改为固定内部螺帽，面板开螺牙的方式确保其方便拆卸,交直流电源全过程技术监督实施细则,设备采购,设备采购,3.9,3.9.6,3.9.6 UPS装置风扇应在运行状态下可拆除，便于装置不停电状态下进行除尘。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000584,新建,,交流110kV,,,UPS电源设备,其他,2025-09-02,设备采购,设备采购,一般,一般,不间断电源未配置监控模块,否,继电保护,,根据规定为不间断电源配置监控模块,2025-09-05,增加具有液晶汉显人机对话界面和与一体化监控装置进行信息交互功能的不间断电源装置监控模块,交直流电源全过程技术监督实施细则,设备采购,设备采购,3.9,3.9.5,3.9.5应配置监控模块，并具有液晶汉显人机对话界面和与一体化监控装置进行信息交互功能。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000585,新建,,交流110kV,,,直流绝缘监察检测装置,其他,2025-09-02,设备采购,设备采购,一般,一般,直流系统绝缘检查装置缺少支路对地电阻的数据,否,继电保护,,增加支路对地电阻数据显示,2025-09-05,调整并增加直流系统绝缘检查装置记录支路对地电阻的数据的功能,交直流电源全过程技术监督实施细则,设备采购,设备采购,3.4,3.4.4,3.4.4 直流系统绝缘监测装置应能实时监测并显示直流系统母线电压、正负母线对地电压、正负母线对地交流电压、正负母线对地绝缘电阻及支路对地绝缘电阻等数据。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000586,新建,,交流110kV,,,交直流一体化电源系统,其他,2025-09-02,设备采购,设备采购,一般,一般,直流系统在绝缘测试时直流对地电压波动大于10%Un,否,继电保护,,调整绝缘测试机制，确保在测试时的对地电压波动小于10%Un,2025-09-05,重整绝缘测试环节及稳压模块使测试时对地电压波动小于10%Un,交直流电源全过程技术监督实施细则,设备采购,设备采购,3.4,3.4.2,3.4.2进行绝缘检测时引起的直流对地电压波动不大于10%额定电压。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000587,新建,,交流110kV,,,仪器仪表,其他,2025-09-02,设备采购,设备采购,一般,一般,直流充电屏内测量表计未采用数字式表计,否,继电保护,,依据规定将直流充电屏内的测量表计更换成数字式的表计,2025-09-05,更改配置采用数字式的表计作为直流充电屏内的测量表计,交直流电源全过程技术监督实施细则,设备采购,设备采购,3.2,3.2.5,3.2.5测量表计采用4位半精度数字式表计，准确度不应低于1.0级。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000588,新建,,交流110kV,,,接触器,其他,2025-09-02,设备采购,设备采购,一般,一般,直流充电屏内的交流接触器缺失合格证,否,继电保护,,根据规定提供接触器的合格证,2025-09-05,补充并重新提供接触器等相关的合格证,交直流电源全过程技术监督实施细则,设备采购,设备采购,3.2,3.2.4,3.2.4 屏内所安装的元器件应有型式试验报告和合格证，应具有通用性和互换性。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_000589,新建,,交流110kV,,,开关柜,设备制造工艺,2025-09-02,设备采购,设备采购,一般,一般,10kV开关柜加热器位置距离二次线缆小于50mm,否,电气设备性能,,调整加热器与相邻二次线缆的距离，确保其大于50mm,2025-09-05,调整加热器的安装位置，确保其与相邻二次线缆的距离大于50mm,开关柜全过程技术监督实施细则,设备采购,设备采购,3.3,3.3.1,3.3.1 柜内各隔室均安装常加热型驱潮加热器，加热器应与温湿度控制器相结合，且在每柜安装一控制开关（带辅助触点）。加热、驱潮装置与临近元件、电缆及电线的距离应大于50mm。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000590,新建,,交流110kV,,,主变压器,设备制造工艺,2025-09-02,设备采购,设备采购,一般,一般,变压器本体气体采集盒位置偏高，不利于取气,否,电气设备性能,,调整气体采集盒的位置，确保便于后期取气工作,2025-09-05,降低气体采集盒的安装位置方便取气作业,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备采购,设备采购,3.7,3.7.5,3.7.5 变压器本体气体继电器应配备采气盒，采气盒应安装在便于取气的位置。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000591,新建,,交流110kV,,,接地线,其他,2025-09-02,设备采购,设备采购,一般,一般,接地线与GIS接地母线采用焊接的方式连接,否,电气设备性能,,按规定采用螺栓的方式将接地线与GIS的接地母线相连,2025-09-05,将接地线与GIS的接地母线的连接方式改为采用螺栓的方式,组合电器全过程技术监督实施细则,设备采购,设备采购,3.6,3.6.2,3.6.2 接地线与 GIS接地母线应采用螺栓连接方式。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000592,新建,,交流110kV,,,接地线,其他,2025-09-02,设备采购,设备采购,一般,一般,GIS基座上的每一根接地母线只有两根接地线与变电站接地装置连接,否,电气设备性能,,GIS基座的接地按规定要求不少于4根的接地线与接地装置连接,2025-09-05,增加GIS基座的接地线数量确保其不少于4根的接地线与接地装置连接,组合电器全过程技术监督实施细则,设备采购,设备采购,3.6,3.6.1,3.6.1 GIS基座上的每一根接地母线，应采用分设其两端且不少于4根的接地线与发电厂或变电站的接地装置连接。接地线应与GIS区域环形接地母线连接。接地母线较长时，其中部应另设接地线，并连接至接地网。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_000593,新建,,交流110kV,,,密度继电器,其他,2025-09-02,设备采购,设备采购,一般,一般,密度继电器面板未朝向巡视走廊，不利于巡视检查,否,辅助设施,,调整密度继电器面板的朝向，以便于后期的运维巡视,2025-09-05,根据现场巡视位置将密度继电器面板的朝向巡视位置,组合电器全过程技术监督实施细则,设备采购,设备采购,3.1,3.1.5,3.1.5 密度继电器需靠近巡视走道安装表计，不应有遮挡，其安装位置和朝向应充分考虑巡视的便利性和安全性。密度继电器表计安装高度不宜超过2米（距离地面或检修平台底板）。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
