sample_id,text,label,device_type,specialty,supervision_stage,event_time,source_unit,data_source
synthetic_v2_验收把关不严_0002,基建项目部反馈，开关柜功能验收仅抽查部分关键风险点便办理验收；同时现场人员表示后续计划补测。,验收把关不严,开关柜,配电,到货验收,2024-04-04,基建项目部,synthetic_v2
synthetic_v2_试验检测缺失_0013,班组自查反映，报告中已写明整改计划但未说明完成时间，但二次回路交接试验执行到一半即结束，关键工况未覆盖。,试验检测缺失,二次回路,,技改验收,2025-04-07,设备管理部,synthetic_v2
synthetic_v2_验收把关不严_0033,二次设备专业直流系统在试验检测环节中，直流系统相关资料虽已提交，但验收把关流于形式。,验收把关不严,直流系统,二次设备,试验检测,2025-03-18,营销运维班,synthetic_v2
synthetic_v2_验收把关不严_0180,专项监督中发现，GIS设备相关资料虽已提交，但验收把关流于形式。,验收把关不严,GIS设备,一次设备,交接验收,2024-01-09,运维二班,synthetic_v2
synthetic_v2_试验检测缺失_0087,配电自动化终端功能校验相关资料表面齐全，实际情况是：配电自动化终端功能校验虽已立项，但关键项目实际未实施。,试验检测缺失,配电自动化终端,配电,到货验收,2024-03-02,设备管理部,synthetic_v2
synthetic_v2_记录台账不规范_0042,检修中心反馈，避雷器巡检台账仅保留结论，未附对应检查明细；同时验收资料已提交但未说明复核依据。,记录台账不规范,避雷器,一次设备,,2024-03-30,检修中心,synthetic_v2
synthetic_v2_标准执行不到位_0009,架空线路核容试验相关资料表面齐全，实际情况是：架空线路并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,架空线路,输电,日常巡检,2024-01-20,变电运维站,synthetic_v2
synthetic_v2_标准执行不到位_0249,班组自查反映，电缆线路双签要求落实不到位，班组未完成新标准切换。,标准执行不到位,电缆线路,输电,,2025-11-05,运维二班,synthetic_v2
synthetic_v2_记录台账不规范_0144,监督检查显示，抽检监督形成的操作记录存在漏填漏签问题。,记录台账不规范,电能表,,抽检监督,2024-06-23,继保班,synthetic_v2
synthetic_v2_记录台账不规范_0172,基建项目部反馈，电能表预防性试验已实施，但异常处置单关键信息缺失；同时相关台账已补录但未形成有效闭环。,记录台账不规范,电能表,营销,计划管理,2024-03-21,基建项目部,synthetic_v2
synthetic_v2_试验检测缺失_0078,电缆线路耐压试验相关资料表面齐全，实际情况是：电缆线路耐压试验虽已立项，但关键项目实际未实施。,试验检测缺失,电缆线路,输电,试验检测,2025-04-09,配电工程部,synthetic_v2
synthetic_v2_试验检测缺失_0004,输电专业电缆线路在检修验收环节中，电缆线路联调联试虽已立项，但关键项目实际未实施。,试验检测缺失,电缆线路,输电,检修验收,2025-09-25,变电运维站,synthetic_v2
synthetic_v2_标准执行不到位_0015,检修中心反馈，现场作业环节已安排检查，但现场仍以经验替代标准条款；同时验收资料已提交但未说明复核依据。,标准执行不到位,二次回路,二次设备,现场作业,2025-03-12,检修中心,synthetic_v2
synthetic_v2_验收把关不严_0154,复核时发现，班组口头说明此前一直按旧版要求执行，但架空线路相关资料虽已提交，但验收把关流于形式。,验收把关不严,架空线路,输电,日常巡检,2025-07-19,试验班,synthetic_v2
synthetic_v2_验收把关不严_0142,防误闭锁装置预防性试验相关资料表面齐全，实际情况是：防误闭锁装置联动验收时未核对专项复验项即出具通过意见。,验收把关不严,防误闭锁装置,,联调联试,2025-08-02,运维二班,synthetic_v2
synthetic_v2_验收把关不严_0248,检修中心反馈，主变压器投运验收仅抽查部分专项复验项便办理验收；同时相关台账已补录但未形成有效闭环。,验收把关不严,主变压器,一次设备,,2024-08-01,检修中心,synthetic_v2
synthetic_v2_标准执行不到位_0246,继电保护装置联调联试相关资料表面齐全，实际情况是：继电保护装置并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,继电保护装置,二次设备,运行操作,2024-12-11,设备检修部,synthetic_v2
synthetic_v2_记录台账不规范_0104,一次设备专业避雷器在试验检测环节中，试验检测形成的巡检台账存在漏填漏签问题。,记录台账不规范,,一次设备,试验检测,2024-03-07,输电运检室,synthetic_v2
synthetic_v2_标准执行不到位_0086,运检一班反馈，试验检测环节已安排检查，但现场仍以经验替代标准条款；同时报告中已写明整改计划但未说明完成时间。,标准执行不到位,电缆线路,,,2024-07-08,运检一班,synthetic_v2
synthetic_v2_记录台账不规范_0287,现场抽查发现，接地网原始记录仅保留结论，未附对应检查明细。,记录台账不规范,接地网,,现场检查,2025-04-12,继保班,synthetic_v2
synthetic_v2_记录台账不规范_0188,继电保护装置交接试验相关资料表面齐全，实际情况是：继电保护装置巡检台账缺少检查明细，无法支撑后续追溯。,记录台账不规范,继电保护装置,二次设备,运行操作,2024-01-13,基建项目部,synthetic_v2
synthetic_v2_标准执行不到位_0276,GIS设备局放检测相关资料表面齐全，实际情况是：GIS设备局放检测虽已完成，但双签要求仍沿用旧版要求。,标准执行不到位,,一次设备,,2024-11-08,继保班,synthetic_v2
synthetic_v2_验收把关不严_0150,一次设备专业避雷器在试验检测环节中，避雷器检修验收时未核对专项复验项即出具通过意见。,验收把关不严,避雷器,一次设备,试验检测,2024-10-04,设备检修部,synthetic_v2
synthetic_v2_验收把关不严_0162,试验班反馈，防误闭锁装置检修验收时未核对全量回路即出具通过意见；同时班组口头说明此前一直按旧版要求执行。,验收把关不严,防误闭锁装置,,,2024-05-25,试验班,synthetic_v2
synthetic_v2_试验检测缺失_0081,输电专业架空线路在缺陷管理环节中，架空线路联调联试仅覆盖部分关键试验结果，其余项目未见补测。,试验检测缺失,,输电,,2024-12-02,继保班,synthetic_v2
synthetic_v2_标准执行不到位_0083,班组自查反映，班组口头说明此前一直按旧版要求执行，但开关柜相关工作已开展，但抽检比例未按现行标准执行。,标准执行不到位,开关柜,配电,投运验收,2024-06-12,基建项目部,synthetic_v2
synthetic_v2_验收把关不严_0114,营销专业电能表在计划管理环节中，电能表相关资料虽已提交，但验收把关流于形式。,验收把关不严,,营销,计划管理,2025-08-06,继保班,synthetic_v2
synthetic_v2_标准执行不到位_0012,一次设备专业GIS设备在试验检测环节中，GIS设备功能校验虽已完成，但见证点要求仍沿用旧版要求。,标准执行不到位,GIS设备,一次设备,试验检测,2024-05-13,变电运维站,synthetic_v2
synthetic_v2_记录台账不规范_0217,复核时发现，主变压器异常处置单仅保留结论，未附对应检查明细。,记录台账不规范,主变压器,一次设备,,2025-06-23,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0190,检修中心反馈，避雷器功能验收未覆盖关键见证点仍予放行；同时现场人员表示后续计划补测。,验收把关不严,避雷器,一次设备,在线监测,2024-12-06,检修中心,synthetic_v2
synthetic_v2_试验检测缺失_0233,配电自动化终端交接试验相关资料表面齐全，实际情况是：到货验收后配电自动化终端仍未补做交接试验。,试验检测缺失,配电自动化终端,,到货验收,2024-01-02,营销运维班,synthetic_v2
synthetic_v2_标准执行不到位_0251,专项监督中发现，到货验收环节已安排检查，但现场仍以经验替代标准条款。,标准执行不到位,配电自动化终端,配电,到货验收,2024-11-10,检修中心,synthetic_v2
synthetic_v2_记录台账不规范_0231,检修中心反馈，缺陷管理形成的操作记录存在漏填漏签问题；同时验收资料已提交但未说明复核依据。,记录台账不规范,架空线路,,缺陷管理,2025-06-18,检修中心,synthetic_v2
synthetic_v2_验收把关不严_0262,运检一班反馈，配电自动化终端工程验收仅抽查部分图纸一致性便办理验收；同时报告中已写明整改计划但未说明完成时间。,验收把关不严,配电自动化终端,配电,功能验收,2025-10-19,运检一班,synthetic_v2
synthetic_v2_试验检测缺失_0144,土建专业接地网在现场检查环节中，现场检查后接地网仍未补做预防性试验。,试验检测缺失,接地网,土建,,2025-07-17,运检一班,synthetic_v2
synthetic_v2_标准执行不到位_0292,土建专业接地网在隐蔽验收环节中，接地网抽检比例落实不到位，班组未完成新标准切换。,标准执行不到位,接地网,土建,隐蔽验收,2024-07-25,试验班,synthetic_v2
synthetic_v2_标准执行不到位_0107,二次设备专业直流系统在试验检测环节中，直流系统填报模板落实不到位，班组未完成新标准切换。,标准执行不到位,直流系统,,试验检测,2024-04-01,输电运检室,synthetic_v2
synthetic_v2_记录台账不规范_0045,试验班反馈，电缆线路试验报告仅保留结论，未附对应检查明细；同时班组口头说明此前一直按旧版要求执行。,记录台账不规范,,输电,检修验收,2025-01-25,试验班,synthetic_v2
synthetic_v2_标准执行不到位_0068,试验班反馈，开关柜执行周期落实不到位，班组未完成新标准切换；同时班组口头说明此前一直按旧版要求执行。,标准执行不到位,开关柜,配电,到货验收,2025-04-05,试验班,synthetic_v2
synthetic_v2_验收把关不严_0219,班组自查反映，现场人员表示后续计划补测，但电能表投运验收仅抽查部分见证资料便办理验收。,验收把关不严,电能表,营销,,2025-04-23,继保班,synthetic_v2
synthetic_v2_记录台账不规范_0269,配电工程部反馈，二次回路原始记录仅保留结论，未附对应检查明细；同时现场人员表示后续计划补测。,记录台账不规范,二次回路,二次设备,,2025-03-01,配电工程部,synthetic_v2
synthetic_v2_试验检测缺失_0160,专项监督中发现，验收资料已提交但未说明复核依据，但检修验收后断路器仍未补做局放检测。,试验检测缺失,断路器,一次设备,检修验收,2025-07-29,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0288,电能表核容试验相关资料表面齐全，实际情况是：电能表联动验收仅抽查部分图纸一致性便办理验收。,验收把关不严,电能表,营销,抽检监督,2024-07-09,试验班,synthetic_v2
synthetic_v2_试验检测缺失_0077,现场抽查发现，避雷器联调联试虽已立项，但关键项目实际未实施。,试验检测缺失,避雷器,一次设备,,2025-10-12,运维二班,synthetic_v2
synthetic_v2_标准执行不到位_0189,开关柜交接试验相关资料表面齐全，实际情况是：开关柜相关工作已开展，但双签要求未按现行标准执行。,标准执行不到位,开关柜,,到货验收,2025-08-15,营销运维班,synthetic_v2
synthetic_v2_标准执行不到位_0260,营销运维班反馈，继电保护装置并非未做工作，而是执行口径与现行标准不一致；同时报告中已写明整改计划但未说明完成时间。,标准执行不到位,继电保护装置,二次设备,工程验收,2025-09-12,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0264,基建项目部反馈，电缆线路耐压试验仅覆盖部分图纸一致性，其余项目未见补测；同时验收资料已提交但未说明复核依据。,试验检测缺失,电缆线路,输电,,2024-04-30,基建项目部,synthetic_v2
synthetic_v2_记录台账不规范_0012,专项监督中发现，直流系统巡检台账缺少时间戳，无法支撑后续追溯。,记录台账不规范,直流系统,二次设备,试验检测,2025-05-07,基建项目部,synthetic_v2
synthetic_v2_记录台账不规范_0100,复核时发现，现场人员表示后续计划补测，但架空线路试验报告缺少签字页，无法支撑后续追溯。,记录台账不规范,架空线路,输电,竣工验收,2024-04-01,输电运检室,synthetic_v2
synthetic_v2_试验检测缺失_0060,设备管理部反馈，GIS设备核容试验记录已形成，但实测项目存在漏检漏试；同时验收资料已提交但未说明复核依据。,试验检测缺失,GIS设备,一次设备,试验检测,2024-01-02,设备管理部,synthetic_v2
synthetic_v2_验收把关不严_0267,班组自查反映，电能表投运验收时未核对全量回路即出具通过意见。,验收把关不严,电能表,营销,抽检监督,2025-09-06,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0026,一次设备专业GIS设备在交接验收环节中，GIS设备并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,GIS设备,一次设备,交接验收,2025-11-10,变电运维站,synthetic_v2
synthetic_v2_标准执行不到位_0224,开关柜核容试验相关资料表面齐全，实际情况是：开关柜并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,开关柜,配电,交接验收,2025-05-22,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0233,断路器核容试验相关资料表面齐全，实际情况是：断路器相关工作已开展，但见证点要求未按现行标准执行。,标准执行不到位,断路器,一次设备,试验检测,2025-01-16,试验班,synthetic_v2
synthetic_v2_验收把关不严_0022,班组自查反映，报告中已写明整改计划但未说明完成时间，但电缆线路联动验收未覆盖关键见证点仍予放行。,验收把关不严,电缆线路,输电,试验检测,2025-11-27,检修中心,synthetic_v2
synthetic_v2_试验检测缺失_0059,二次回路核容试验相关资料表面齐全，实际情况是：二次回路核容试验执行到一半即结束，关键工况未覆盖。,试验检测缺失,,,技改验收,2024-11-24,输电运检室,synthetic_v2
synthetic_v2_记录台账不规范_0209,检修中心反馈，继电保护装置试验报告仅保留结论，未附对应检查明细；同时相关台账已补录但未形成有效闭环。,记录台账不规范,,,工程验收,2025-05-11,检修中心,synthetic_v2
synthetic_v2_试验检测缺失_0281,断路器耐压试验相关资料表面齐全，实际情况是：断路器耐压试验执行到一半即结束，关键工况未覆盖。,试验检测缺失,断路器,一次设备,缺陷处理,2025-10-14,设备管理部,synthetic_v2
synthetic_v2_记录台账不规范_0001,检修中心反馈，电能表验收问题清单仅保留结论，未附对应检查明细；同时班组口头说明此前一直按旧版要求执行。,记录台账不规范,电能表,营销,抽检监督,2024-06-20,检修中心,synthetic_v2
synthetic_v2_验收把关不严_0246,专项监督中发现，现场人员表示后续计划补测，但开关柜投运验收仅抽查部分见证资料便办理验收。,验收把关不严,开关柜,配电,到货验收,2024-02-19,设备管理部,synthetic_v2
synthetic_v2_记录台账不规范_0163,配电工程部反馈，GIS设备原始记录与现场时间不一致，且未签字确认；同时相关台账已补录但未形成有效闭环。,记录台账不规范,,一次设备,试验检测,2025-03-11,配电工程部,synthetic_v2
synthetic_v2_验收把关不严_0232,运维二班反馈，接地网隐蔽验收时未核对图纸一致性即出具通过意见；同时相关台账已补录但未形成有效闭环。,验收把关不严,接地网,土建,整改复验,2024-03-25,运维二班,synthetic_v2
synthetic_v2_试验检测缺失_0199,现场抽查发现，电缆线路联调联试虽已立项，但关键项目实际未实施。,试验检测缺失,电缆线路,输电,隐患排查,2025-08-02,检修中心,synthetic_v2
synthetic_v2_标准执行不到位_0265,复核时发现，报告中已写明整改计划但未说明完成时间，但配电自动化终端预防性试验虽已完成，但执行周期仍沿用旧版要求。,标准执行不到位,配电自动化终端,配电,运行维护,2024-09-13,输电运检室,synthetic_v2
synthetic_v2_试验检测缺失_0026,复核时发现，现场人员表示后续计划补测，但检修验收后电缆线路仍未补做预防性试验。,试验检测缺失,电缆线路,输电,检修验收,2024-06-07,基建项目部,synthetic_v2
synthetic_v2_记录台账不规范_0249,运检一班反馈，直流系统异常处置单缺少责任人，无法支撑后续追溯；同时现场人员表示后续计划补测。,记录台账不规范,直流系统,二次设备,日常巡检,2024-08-27,运检一班,synthetic_v2
synthetic_v2_标准执行不到位_0206,架空线路交接试验相关资料表面齐全，实际情况是：架空线路并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,架空线路,输电,,2025-04-14,变电运维站,synthetic_v2
synthetic_v2_试验检测缺失_0232,复核时发现，试验检测后避雷器仍未补做核容试验。,试验检测缺失,避雷器,一次设备,试验检测,2024-06-20,输电运检室,synthetic_v2
synthetic_v2_验收把关不严_0085,现场抽查发现，相关台账已补录但未形成有效闭环，但防误闭锁装置工程验收时未核对图纸一致性即出具通过意见。,验收把关不严,防误闭锁装置,二次设备,,2024-03-26,试验班,synthetic_v2
synthetic_v2_记录台账不规范_0239,复核时发现，整改复验形成的操作记录存在漏填漏签问题。,记录台账不规范,接地网,土建,,2024-01-18,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0288,复核时发现，班组口头说明此前一直按旧版要求执行，但缺陷处理后断路器仍未补做预防性试验。,试验检测缺失,断路器,一次设备,缺陷处理,2025-06-01,运维二班,synthetic_v2
synthetic_v2_记录台账不规范_0178,复核时发现，直流系统原始记录仅保留结论，未附对应检查明细。,记录台账不规范,直流系统,二次设备,试验检测,2024-04-28,检修中心,synthetic_v2
synthetic_v2_试验检测缺失_0280,营销专业电能表在抽检监督环节中，抽检监督后电能表仍未补做核容试验。,试验检测缺失,电能表,营销,抽检监督,2024-11-17,设备管理部,synthetic_v2
synthetic_v2_验收把关不严_0067,设备管理部反馈，电缆线路投运验收未覆盖关键见证点仍予放行；同时现场人员表示后续计划补测。,验收把关不严,,输电,检修验收,2024-06-13,设备管理部,synthetic_v2
synthetic_v2_标准执行不到位_0248,试验班反馈，配电自动化终端核容试验虽已完成，但填报模板仍沿用旧版要求；同时报告中已写明整改计划但未说明完成时间。,标准执行不到位,配电自动化终端,配电,运行维护,2025-07-28,试验班,synthetic_v2
synthetic_v2_试验检测缺失_0016,设备管理部反馈，避雷器预防性试验虽已立项，但关键项目实际未实施；同时现场人员表示后续计划补测。,试验检测缺失,,一次设备,在线监测,2025-04-04,设备管理部,synthetic_v2
synthetic_v2_试验检测缺失_0215,现场抽查发现，防误闭锁装置联调联试仅覆盖部分关键试验结果，其余项目未见补测。,试验检测缺失,防误闭锁装置,二次设备,运行维护,2025-05-20,基建项目部,synthetic_v2
synthetic_v2_验收把关不严_0238,试验班反馈，GIS设备相关资料虽已提交，但验收把关流于形式；同时班组口头说明此前一直按旧版要求执行。,验收把关不严,GIS设备,一次设备,试验检测,2025-06-25,试验班,synthetic_v2
synthetic_v2_验收把关不严_0223,复核时发现，断路器相关资料虽已提交，但验收把关流于形式。,验收把关不严,断路器,一次设备,,2024-02-16,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0269,架空线路局放检测相关资料表面齐全，实际情况是：架空线路局放检测记录已形成，但实测项目存在漏检漏试。,试验检测缺失,,输电,,2025-11-25,基建项目部,synthetic_v2
synthetic_v2_验收把关不严_0263,监督检查显示，相关台账已补录但未形成有效闭环，但接地网投运验收未覆盖关键见证点仍予放行。,验收把关不严,接地网,土建,现场检查,2024-05-21,设备管理部,synthetic_v2
synthetic_v2_试验检测缺失_0294,配电专业开关柜在投运验收环节中，开关柜耐压试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,开关柜,配电,,2024-03-15,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0293,监督检查显示，班组口头说明此前一直按旧版要求执行，但改造验收结束后未组织专项复验即完成验收签认。,验收把关不严,防误闭锁装置,二次设备,改造验收,2025-01-04,试验班,synthetic_v2
synthetic_v2_试验检测缺失_0170,班组自查反映，相关台账已补录但未形成有效闭环，但主变压器局放检测仅覆盖部分关键风险点，其余项目未见补测。,试验检测缺失,主变压器,一次设备,状态监测,2024-03-25,检修中心,synthetic_v2
synthetic_v2_验收把关不严_0231,现场抽查发现，GIS设备投运验收时未核对关键风险点即出具通过意见。,验收把关不严,,一次设备,设备检修,2025-04-16,输电运检室,synthetic_v2
synthetic_v2_记录台账不规范_0299,现场抽查发现，防误闭锁装置操作记录与现场时间不一致，且未签字确认。,记录台账不规范,防误闭锁装置,二次设备,改造验收,2025-08-09,输电运检室,synthetic_v2
synthetic_v2_验收把关不严_0281,基建项目部反馈，试验检测结束后未组织专项复验即完成验收签认；同时报告中已写明整改计划但未说明完成时间。,验收把关不严,断路器,一次设备,试验检测,2024-05-22,基建项目部,synthetic_v2
synthetic_v2_标准执行不到位_0230,配电自动化终端耐压试验相关资料表面齐全，实际情况是：配电自动化终端并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,配电自动化终端,配电,功能验收,2025-07-24,运检一班,synthetic_v2
synthetic_v2_记录台账不规范_0243,营销运维班反馈，避雷器原始记录与现场时间不一致，且未签字确认；同时班组口头说明此前一直按旧版要求执行。,记录台账不规范,避雷器,一次设备,异常处置,2024-05-15,营销运维班,synthetic_v2
synthetic_v2_记录台账不规范_0203,配电工程部反馈，架空线路验收问题清单与现场时间不一致，且未签字确认；同时现场人员表示后续计划补测。,记录台账不规范,架空线路,输电,,2024-10-19,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0105,现场抽查发现，相关台账已补录但未形成有效闭环，但直流系统相关工作已开展，但双签要求未按现行标准执行。,标准执行不到位,直流系统,二次设备,运维监督,2024-04-21,基建项目部,synthetic_v2
synthetic_v2_标准执行不到位_0041,继电保护装置功能校验相关资料表面齐全，实际情况是：继电保护装置并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,继电保护装置,二次设备,定期检验,2024-10-26,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0146,继电保护装置联调联试相关资料表面齐全，实际情况是：继电保护装置相关工作已开展，但填报模板未按现行标准执行。,标准执行不到位,继电保护装置,二次设备,定期检验,2025-04-15,营销运维班,synthetic_v2
synthetic_v2_验收把关不严_0073,配电自动化终端功能校验相关资料表面齐全，实际情况是：配电自动化终端工程验收时未核对关键试验结果即出具通过意见。,验收把关不严,配电自动化终端,配电,运行维护,2025-04-19,输电运检室,synthetic_v2
synthetic_v2_标准执行不到位_0274,二次设备专业二次回路在现场作业环节中，二次回路交接试验虽已完成，但执行周期仍沿用旧版要求。,标准执行不到位,二次回路,二次设备,现场作业,2025-01-01,运维二班,synthetic_v2
synthetic_v2_记录台账不规范_0201,班组自查反映，直流系统验收问题清单仅保留结论，未附对应检查明细。,记录台账不规范,直流系统,二次设备,试验检测,2025-03-22,设备检修部,synthetic_v2
synthetic_v2_标准执行不到位_0278,二次回路联调联试相关资料表面齐全，实际情况是：二次回路填报模板落实不到位，班组未完成新标准切换。,标准执行不到位,,二次设备,现场作业,2025-10-06,运检一班,synthetic_v2
synthetic_v2_标准执行不到位_0237,配电工程部反馈，运行维护环节已安排检查，但现场仍以经验替代标准条款；同时报告中已写明整改计划但未说明完成时间。,标准执行不到位,二次回路,二次设备,运行维护,2024-07-21,配电工程部,synthetic_v2
synthetic_v2_验收把关不严_0155,GIS设备耐压试验相关资料表面齐全，实际情况是：GIS设备检修验收未覆盖关键见证点仍予放行。,验收把关不严,GIS设备,一次设备,设备检修,2025-09-20,营销运维班,synthetic_v2
synthetic_v2_标准执行不到位_0029,监督检查显示，现场人员表示后续计划补测，但断路器并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,断路器,一次设备,缺陷处理,2024-08-30,试验班,synthetic_v2
synthetic_v2_标准执行不到位_0143,监督检查显示，班组口头说明此前一直按旧版要求执行，但抽检监督环节已安排检查，但现场仍以经验替代标准条款。,标准执行不到位,电能表,营销,抽检监督,2024-08-09,设备检修部,synthetic_v2
synthetic_v2_试验检测缺失_0231,营销运维班反馈，开关柜局放检测虽已立项，但关键项目实际未实施；同时班组口头说明此前一直按旧版要求执行。,试验检测缺失,开关柜,配电,到货验收,2025-08-09,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0064,监督检查显示，验收资料已提交但未说明复核依据，但电能表局放检测仅覆盖部分全量回路，其余项目未见补测。,试验检测缺失,电能表,营销,计划管理,2025-07-05,设备检修部,synthetic_v2
synthetic_v2_标准执行不到位_0138,二次设备专业防误闭锁装置在运行维护环节中，运行维护环节已安排检查，但现场仍以经验替代标准条款。,标准执行不到位,防误闭锁装置,二次设备,运行维护,2024-06-12,检修中心,synthetic_v2
synthetic_v2_标准执行不到位_0070,二次设备专业防误闭锁装置在联调联试环节中，防误闭锁装置并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,防误闭锁装置,二次设备,联调联试,2024-03-09,运检一班,synthetic_v2
synthetic_v2_试验检测缺失_0193,专项监督中发现，电缆线路功能校验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,电缆线路,输电,,2025-03-27,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0050,一次设备专业避雷器在在线监测环节中，避雷器耐压试验仅覆盖部分专项复验项，其余项目未见补测。,试验检测缺失,避雷器,一次设备,在线监测,2025-05-10,营销运维班,synthetic_v2
synthetic_v2_标准执行不到位_0236,监督检查显示，现场人员表示后续计划补测，但开关柜填报模板落实不到位，班组未完成新标准切换。,标准执行不到位,开关柜,配电,投运验收,2024-12-18,输电运检室,synthetic_v2
synthetic_v2_试验检测缺失_0153,输电专业架空线路在缺陷管理环节中，架空线路耐压试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,架空线路,输电,缺陷管理,2025-03-09,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0092,输电专业架空线路在竣工验收环节中，架空线路相关资料虽已提交，但验收把关流于形式。,验收把关不严,架空线路,输电,竣工验收,2025-11-28,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0191,设备检修部反馈，电缆线路核容试验虽已立项，但关键项目实际未实施；同时相关台账已补录但未形成有效闭环。,试验检测缺失,电缆线路,输电,,2025-02-22,设备检修部,synthetic_v2
synthetic_v2_试验检测缺失_0027,主变压器联调联试相关资料表面齐全，实际情况是：大修验收后主变压器仍未补做联调联试。,试验检测缺失,主变压器,,大修验收,2024-07-23,继保班,synthetic_v2
synthetic_v2_试验检测缺失_0116,二次设备专业继电保护装置在运行操作环节中，运行操作后继电保护装置仍未补做局放检测。,试验检测缺失,继电保护装置,二次设备,运行操作,2025-07-10,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0073,试验班反馈，主变压器相关工作已开展，但见证点要求未按现行标准执行；同时报告中已写明整改计划但未说明完成时间。,标准执行不到位,主变压器,一次设备,状态监测,2024-08-18,试验班,synthetic_v2
synthetic_v2_试验检测缺失_0097,断路器耐压试验相关资料表面齐全，实际情况是：断路器耐压试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,断路器,一次设备,试验检测,2024-05-29,运维二班,synthetic_v2
synthetic_v2_记录台账不规范_0297,设备检修部反馈，开关柜联调联试已实施，但操作记录关键信息缺失；同时验收资料已提交但未说明复核依据。,记录台账不规范,开关柜,,投运验收,2024-02-17,设备检修部,synthetic_v2
synthetic_v2_标准执行不到位_0054,运检一班反馈，断路器抽检比例落实不到位，班组未完成新标准切换；同时现场人员表示后续计划补测。,标准执行不到位,断路器,一次设备,试验检测,2024-07-25,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0039,专项监督中发现，班组口头说明此前一直按旧版要求执行，但避雷器投运验收仅抽查部分全量回路便办理验收。,验收把关不严,避雷器,一次设备,,2024-09-08,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0081,配电工程部反馈，继电保护装置相关资料虽已提交，但验收把关流于形式；同时验收资料已提交但未说明复核依据。,验收把关不严,,二次设备,运行操作,2024-06-02,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0071,班组自查反映，GIS设备相关工作已开展，但执行周期未按现行标准执行。,标准执行不到位,GIS设备,一次设备,试验检测,2025-09-03,设备检修部,synthetic_v2
synthetic_v2_记录台账不规范_0224,设备检修部反馈，配电自动化终端巡检台账缺少签字页，无法支撑后续追溯；同时报告中已写明整改计划但未说明完成时间。,记录台账不规范,配电自动化终端,配电,,2025-07-12,设备检修部,synthetic_v2
synthetic_v2_试验检测缺失_0033,监督检查显示，配电自动化终端预防性试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,配电自动化终端,配电,到货验收,2024-11-13,变电运维站,synthetic_v2
synthetic_v2_验收把关不严_0217,现场抽查发现，现场人员表示后续计划补测，但主变压器功能验收仅抽查部分专项复验项便办理验收。,验收把关不严,,一次设备,试验检测,2024-12-01,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0055,电缆线路耐压试验相关资料表面齐全，实际情况是：电缆线路相关资料虽已提交，但验收把关流于形式。,验收把关不严,,,,2024-10-16,继保班,synthetic_v2
synthetic_v2_验收把关不严_0169,监督检查显示，班组口头说明此前一直按旧版要求执行，但避雷器联动验收时未核对专项复验项即出具通过意见。,验收把关不严,避雷器,一次设备,试验检测,2024-05-30,变电运维站,synthetic_v2
synthetic_v2_试验检测缺失_0038,配电自动化终端联调联试相关资料表面齐全，实际情况是：配电自动化终端联调联试执行到一半即结束，关键工况未覆盖。,试验检测缺失,配电自动化终端,配电,运行维护,2024-01-21,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0154,配电专业开关柜在投运验收环节中，开关柜局放检测虽已立项，但关键项目实际未实施。,试验检测缺失,开关柜,配电,投运验收,2025-01-18,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0062,二次设备专业二次回路在技改验收环节中，二次回路见证点要求落实不到位，班组未完成新标准切换。,标准执行不到位,,二次设备,,2024-05-03,配电工程部,synthetic_v2
